month,station,AT,BP,Benzene,CO,Eth-Benzene,MP-Xylene,NH3,NO,NO2,NOx,O Xylene,Ozone,PM10,PM2.5,RF,RH,SO2,SR,TOT-RF,Toluene,VWS,WD,WS,Xylene,address,city,latitude,longitude,state
1,"Siltara Phase-II, Raipur - CECB",20.79516750096267,,6.242583750481314,1.0989362565976457,,,17.401631930790412,40.35014352211014,49.26797360248444,58.41866150870401,,7.51074603788172,134.17984047856416,58.467737777777764,0.0,56.44268001540232,8.954884932696475,79.06788602233307,0.0,,,134.7537919075144,0.5619807321772635,,"Chhattisgarh State Industrial Development Corporation Office, Murethi Road, Siltara, Raipur, Chhattisgarh",Raipur,21.371751,81.664929,Chhattisgarh
1,"Urja Nagar, Korba - CECB",19.325526512322615,,1.3400335195530737,0.7727330350484702,,,35.96820165537998,13.122971962616832,28.733925233644896,25.536153271028027,,7.318215434083592,176.16228893905173,61.529698113207544,0.0,44.40841490963867,17.34415875427267,92.25847299813742,0.0,,,123.18602979515848,0.9095940409683436,,"DAV Public School, Gerva, SECL Gevra Area, Korba, Chhattisgarh",Korba,22.348441,82.549611,Chhattisgarh
1,"Adarsh Nagar, Jaipur - RSPCB",15.201236559139765,734.5943031171626,4.216063596491241,0.7983652718028946,1.3865059256232435,9.691736246586025,41.985580882352934,7.9097195571955625,54.309716703458406,62.17086764705889,,51.00803290676413,115.56996308600952,69.46257079808763,0.00824077391615908,,15.264763579523253,,0.0077284946236559115,,,118.12868864206388,1.4841091954022994,,"Psychiatric Centre, Janta Colony, Govind Marg, Adarsh Nagar, Jaipur.",Jaipur,26.902909,75.836858,Rajasthan
1,"Ashok Nagar, Udaipur - RSPCB",,729.6058012820508,0.4589626405513238,0.6362818214413788,0.13474681097796995,,37.80600584154806,12.864731064763973,29.875430971512134,42.607651570489296,,41.042086486486454,165.2423216226012,74.40439970982959,,54.40971886120987,9.796427758816836,173.11495360456786,0.0,0.9686611030478952,,231.079099323603,1.253497501784438,,"Department of Mines and Geology Office, Near Court Chauk, Ashok Nagar, Udaipur.",Udaipur,24.5886166,73.6321397,Rajasthan
1,"Civil Lines, Ajmer - RSPCB",,718.6542986741094,0.9930785340314138,0.6755058734369074,1.374518492672725,,85.76775677603416,8.73632762312632,25.424174099179464,34.08716476462197,,24.68395847994374,112.12160316319175,55.06740552325593,0.010335195530726256,55.74586675967926,16.144654517843573,,0.009946236559139784,1.7269808027923168,,147.94384159106735,1.1668544436668984,,"Sainik Vishram Grah, Todarmal Marg, Civil Lines, Ajmer.",Ajmer,26.470859,74.646594,Rajasthan
1,"Collectorate, Jodhpur - RSPCB",,737.3799583188606,6.1136036671368075,0.6371969996052121,2.180486409155941,4.727067474048431,,16.964070671378124,34.7644296244296,31.86740701754385,,38.6864814814815,154.64145114942548,67.23255839022637,,43.27652840711046,10.429564701226733,135.17899574166063,,8.227744890768124,0.07328141225337503,89.01139332870045,0.936888888888888,,"CRT CAAQMS, Colectrate Campus Park, Paota High Court Road, Jodhpur.",Jodhpur,26.268249,73.0193853,Rajasthan
1,"Indira Colony Vistar, Pali - RSPCB",,725.9183667296782,1.1876530612244902,0.897078980359379,1.1235009451795843,1.0369931921331317,14.492366122293962,37.69615735461798,24.640193695404513,60.603737181921765,,51.31420771286745,103.7672385620913,57.862838392124566,0.0,43.9178945371775,10.468896405919654,159.85950850661663,0.0,,,142.9804727685324,1.412380772142316,,"Indira Colony Vistar, Pali, Rajasthan.",Pali,25.771061,73.340227,Rajasthan
1,"Moti Doongri, Alwar - RSPCB",,741.3521616809112,0.7884945848375462,0.9554236594351222,1.1620098846787492,2.4558556701031082,20.591197263397905,15.558672499049058,38.95554963864596,54.379081942336974,,21.31617359855335,105.17262111352119,65.74024593128387,0.0,,11.885593147751594,111.78947274670479,0.0,0.8888660166124994,,150.8356140975436,1.5435103349964363,,"Alwar - Jaipur Rd, Mangal Vihar Colony, Moti Doongri, Alwar, Rajasthan.",Alwar,27.554793,76.611536,Rajasthan
1,"Police Commissionerate, Jaipur - RSPCB",,735.5177169117641,2.310126112759641,1.4423628509719222,0.4563793957404646,1.1204870624048717,47.763340996168594,28.954433422357855,47.664766819571796,48.17011051829274,,50.68201344788944,149.0454470877762,81.03744341994962,,53.92813122005157,21.390788308237333,121.70143487858722,,2.258801484230054,-0.47859616801768384,144.70564178006612,0.6622529498525058,,"Commissionerate Jaipur Govt. Hostel, M.I. Road, Jaipur.",Jaipur,26.9164092,75.7994901,Rajasthan
1,"RIICO Ind. Area III, Bhiwadi - RSPCB",,752.9462248563202,12.757553539019924,1.3955724579663713,19.690491283676657,9.942458828035216,76.01383516483536,35.27733675715332,58.54695492854531,93.49879765395903,,11.739424330195517,250.74272093875973,102.15183357879248,0.0047413793103448275,70.90898715596326,15.282980691874517,34.499069349622424,0.004435483870967742,20.768508548563087,,211.86900574300077,0.8926419841840427,,"Phase-lll, RIICO Industrial Area, Bhiwadi, Rajasthan.",Bhiwadi,28.194909,76.862296,Rajasthan
1,"Shastri Nagar, Jaipur - RSPCB",,731.284528688526,5.695999301188002,0.6932674832082159,4.176444814198563,5.761077375122429,34.950024466969616,4.332672263029031,48.291149947570815,52.61454386578101,,37.85417499138817,157.08063492063494,60.73542538354257,0.003415300546448087,56.17731058020488,14.692348912167581,226.63174632352914,0.0033602150537634405,5.9176100628930834,,214.56312393308303,0.927833219412166,,"Regional Science Park, Shastri Nagar, Jaipur.",Jaipur,26.9502929,75.730943,Rajasthan
1,"Shrinath Puram, Kota - RSPCB",,746.0084681724855,8.431223449447744,1.120817757009346,4.166966340008511,9.595068201193518,18.148712316968137,14.55214808437364,22.998934426229518,37.925769561478916,,39.967487684729136,164.5695111492282,91.23520583190391,8.213552361396305e-05,71.44113300492612,12.844139177586992,,6.720430107526882e-05,,,183.64756778964644,0.8052948453608249,,"Sector E, Shrinath Puram, Kota, Rajasthan.",Kota,25.14389,75.821256,Rajasthan
1,"Vedhaynath Colony, Sirohi - RSPCB",20.0,,2.4,1.32,1.1,1.8,,5.0,62.3,37.2,,26.4,456.0,67.0,0.0,35.0,5.6,,0.0,6.1,,316.0,0.8,,"Old Building School, Palace Rd, Vedhaynath Colony, Sirohi, Rajasthan",Sirohi,24.885261,72.857549,Rajasthan
1,"HIMUDA Complex Phase-1, Baddi - HPPCB",23.34283326368574,,0.3855421686747029,1.0488090174393867,0.13340380549682956,0.21275415896487943,56.43347584437791,32.56824786324788,26.55999999999999,8.027532833020665,,42.465387894288185,255.9206081081081,153.22047930283225,0.008357709987463435,77.14134041141341,43.01967993079584,98.64073426573427,0.006720430107526882,4.507343608340899,,153.41287087338068,1.0714584203928132,,"Regional Office Himuda Complex Phase-1, Baddi, Tehssil Baddi, Dist Solan",Baddi,30.943887,76.801991,Himachal Pradesh
1,"Buddha Colony, Muzaffarpur - BSPCB",15.684863746119353,754.569724042772,2.9155209047292647,1.0402724137930972,0.7860668380462723,0.320796886582653,34.69773251622205,17.3433068592058,32.757111431662494,19.523560191518467,,28.384215361999356,269.730872959546,209.5730660042589,1.7111567419575633e-05,71.36960344827581,7.928195912614536,86.645102182196,1.6801075268817204e-05,2.9631871144619653,,203.39680579510195,1.7720131215469574,0.42668265935574107,"Government Zila School Permises, Muzaffarpur",Muzaffarpur,26.11442,85.39813,Bihar
1,"Chitragupta Nagar, Siwan - BSPCB",14.460826627651796,,0.542027376988533,1.0155422616750316,0.5697588126159524,1.7955489614243352,34.97350037965072,11.55209125475287,62.71389324960764,41.57407126611081,,29.10806327160498,313.94534489257444,224.0929619872036,0.0005486466715435259,71.36726473819114,10.23666011787823,26.767850604174296,0.0005040322580645161,1.8901590825009307,,231.7677443329617,0.7615525448553596,0.6467998520162781,"Statistical office, Kachehri Road, Near D.M ofiice, Siwan, Bihar-",Siwan,26.2271665,84.3570427,Bihar
1,"Collectorate, Gaya - BSPCB",15.096826051112942,723.2662819455894,0.777569666514388,1.3619943181818193,,,,5.267881355932193,15.470871751886031,11.468666107382543,,10.023172295852916,,164.16904362416108,0.0,50.94015683037557,10.665388257575753,63.334295136026384,0.0,1.8040201005025032,0.5623330585325728,29.74637380853709,0.8570600414078947,0.5979442667884898,nan,Gaya,24.7955,84.9994,Bihar
1,"D M Colony, Bihar Sharif - BSPCB",14.581785714285715,,0.6741777466759952,0.33575518672199206,0.4997742663656941,1.1507112375533406,43.734230132450186,1.2183917525773176,7.5529650690495655,4.975497765136124,,13.085645161290316,230.94780014914244,170.45650708024274,0.0,80.63510682865521,19.348439750360047,14.620203602192639,0.0,1.4261721483554894,,186.43719008264463,0.4084792993630638,0.48103568929321505,"CAAQMS, install in Red Cross Bhawan, Opp.-District Hospital, Bihar Sharif, District Nalanda",Bihar Sharif,25.204762,85.51496,Bihar
1,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",16.694148020654044,,0.46227194492254525,1.2932328369051929,0.4655603140613814,1.6660929432013836,39.85500538213137,8.162179487179472,44.63616945532213,30.355069370330867,,28.994063277639512,322.5377947295423,214.3041970169962,0.0,75.54182444061962,14.958493526873163,12.308089500860586,0.0,2.485370051635116,,245.5974212034384,0.7325533379215347,0.7168674698795171,"RBSS Sahay Road, kachari chowk, Bhagalpur, Bihar",Bhagalpur,25.251013,86.989001,Bihar
1,"DM Office_Kasipur, Samastipur - BSPCB",12.949747109826566,,0.21161007667031792,1.550804938271604,0.15933786078098272,1.0273021001615512,53.93381962864707,26.694006705783693,33.919074492099355,37.23521918321472,,9.481590739357715,354.88376598217747,200.54973424449506,0.0,75.38475433526011,12.048135593220296,34.22413149047441,0.0,0.11011317999269778,,233.29021497405486,0.9754805948494633,0.22908277404921742,DM office Samastipur-Bihar,Samastipur,25.859655,85.77944,Bihar
1,"DRCC Anandpur, Begusarai - BSPCB",20.30797498045351,,0.34641434262948384,0.32361099184199127,1.812988047808764,0.7244444444444367,16.229832447895408,1.596900559621181,36.27648504711181,20.259683313032887,,26.079468707789317,414.21840148698885,314.2139013452915,0.0,81.32847306601863,14.758022622538771,17.76192337763878,0.0,0.285856573705181,,177.3073190456935,0.5979468599033819,1.2977689243027892,"D.R.C.C., State highway- 55, Maunjhwal road near block, Anandpur, Begusarai, Bihar",Begusarai,25.444266,86.140169,Bihar
1,"DRM Office Danapur, Patna - BSPCB",13.923770375620125,757.5137526576902,1.1768574475648805,1.3455614220345,0.6150713749060803,0.4925103344607247,8.73107905982906,25.361619491221763,33.77134722739119,37.81162981455067,,21.213403853418967,300.08362783988514,167.96979091564472,0.0004206098843322818,86.49689337584185,5.5029555722891645,104.1675407512405,0.0004032258064516129,0.6362068965517194,,207.49838245866255,0.32638389647735105,0.17654694167851956,"DRM Office Premises, Danapur, Near Danapur Railway Station, Patna",Patna,25.586562,85.043586,Bihar
1,"Dada Peer, Sasaram - BSPCB",15.329105058365762,,0.5486636971046762,0.20093283582089655,0.31000398565166126,0.6288804554079651,40.30448916408659,2.7325499412455962,7.225214792678376,5.691852131271225,,44.748654625875425,235.35661157024794,153.07074490220558,0.0,78.51422070534699,14.06627680311892,64.69931580842636,0.0,1.2246844840386115,,200.18033439490446,0.5201424614167054,0.20460282108389347,"Divisional Forest Office Campus, Awadhashram, House No.:2, State Bank Colony, Dada Peer, Fazalganj, Sasaram",Sasaram,24.952822,84.002396,Bihar
1,"Dangi Tola, Rajgir - BSPCB",15.334946236559173,,0.7623193775472439,2.0891067719152487,0.560007482229697,1.4542867839760374,49.789267399267395,7.3988428518103975,43.76889792899407,23.281545857988156,,27.99067395264118,259.73881239242684,189.2335581787521,0.0,79.61213517665131,,18.967488388710255,0.0,1.44331233790293,,220.53567251461988,0.5826221877424366,0.3874768432752943,"CAAQMS installed in Jawahar Navodaya Vidyalaya, Rajgir Campus Rajgir, Nalanda.",Rajgir,25.0328,85.41948,Bihar
1,"Darshan Nagar, Chhapra - BSPCB",13.809836065573757,,0.24887471867967,0.65684210526316,0.6609386828160486,0.13386545039908634,73.95677298311422,6.317111459968604,31.865503875968958,21.92957528957524,,15.989579456643101,409.5494836488812,203.54125412541254,0.0,80.46206400575332,7.484011276681432,6.564388489208633,0.0,2.8524024024024084,,143.4607351712615,0.7595997034840504,0.03350804941969285,"S.D.M office(Near Vikas bhawan), Darshan Nagar, Chhapra, Bihar",Chhapra,25.7808257,84.7446768,Bihar
1,"Forest Rest House, Manguraha - BSPCB",13.650442818636902,,1.4978755690440007,0.2148871860366105,0.15870463941203922,0.21751063007345,26.898777173913043,0.7814977973568286,41.521331194867614,22.654346092503992,,32.34719144058082,141.1420704845815,93.71148184494602,0.0,86.9092936802974,6.951567196221538,14.942528735632184,0.0,1.544347496206377,,234.4132264529058,0.8589671737389962,0.007245827010622157,"DFO office ,bhikpur,miyan ke bhatkan road manguraha",Manguraha,27.308328,84.531742,Bihar
1,"Gandak Colony, Motihari - BSPCB",14.791105685385443,,1.264818763326228,2.4776326053042173,0.3272242722427234,0.6430935251798507,,2.6487826086956536,31.636945071482355,18.609857035364936,,31.338389513108538,280.13864513864513,51.16347237880496,0.0,86.04025617566332,3.2660543436662905,21.725946509204586,0.0,1.772885572139312,,174.6024778761062,0.5163945814518917,0.16218905472636938,"CAAQMS installed at DM Office, Gandak Colony, Champaran",Motihari,26.63086,84.90051,Bihar
1,"Govt. High School Shikarpur, Patna - BSPCB",15.42000699545301,757.0502440725194,6.619986018874524,1.980731876517517,1.0221818181818174,1.5049127182044852,8.948390313390291,2.451311296767159,11.803354746609546,8.01150832177529,,25.68036864710089,231.95840740740726,138.8515560554932,0.0,91.69480237845399,23.334510091743134,85.17848633496847,0.0,4.969465463380761,,268.04114886164683,0.3642205056179777,0.2164909847434118,"Government High School Premises, Shikarpur, Patna City, Patna",Patna,25.592539,85.227158,Bihar
1,"Gurdeo Nagar, Aurangabad - BSPCB",14.917690417690407,,0.9540732835289966,1.0356744536548568,0.29087850467290377,0.7056939501779337,2.619874257771598,2.7131902919451303,4.692106182326261,4.695685724307306,,34.28563675832134,306.28135990621337,164.51032899770468,0.0,70.0631762652705,13.622845953002594,21.49947680502267,0.0,1.7880469583778067,,216.62143630458317,0.39680964197093815,0.26908573461402086,"District Agriculture office, Near Nagar Nigam, Aurangbad, Bihar",Aurangabad,24.75746,84.366208,Bihar
1,"IGSC Planetarium Complex, Patna - BSPCB",15.29832992501704,745.0,2.7436661698956817,1.0784314456035746,,,,41.17037939436128,64.99871214758095,67.04660633484158,,47.72397598870063,,190.44133099824867,,51.97818677573279,10.756705267090023,66.05725971370143,,6.64392244593586,-0.04498636673483222,100.79754601226993,0.8482617586911966,2.1303425167535464,nan,Patna,25.610369,85.132568,Bihar
1,"Industrial Area, Hajipur - BSPCB",10.798059753954295,756.8078606615074,6.456999651931757,1.5452490421455913,1.5739922206506352,2.20377431906615,31.15284324324323,8.003055454874943,27.594286233200133,19.919208683473403,,17.911557983785688,255.0700212615169,110.85636036036058,0.0,91.99874120956419,4.804971731448762,88.04660330869424,0.0,4.121040723981892,,208.60517229254629,0.43348730606487573,0.8211413612565452,"Britannia Industries Limited Premises Industrial Area Hajipur, Vaishali",Hajipur,25.697189,85.2459,Bihar
1,"Kamalnath Nagar, Bettiah - BSPCB",16.09067131647776,,1.2054697554697535,1.086486349848329,2.0324146981627265,5.166753415744956,7.000873965041398,2.2532007759456825,29.348296500920775,17.338793503480296,,11.081200923787524,319.5465260545906,242.96012931034483,0.0,69.50130775937228,3.859647451167215,16.146469049694858,0.0,3.532625482625492,,131.47061503416856,0.7942543859649088,2.356241956241962,"CAAQMS, installed at DM Office, Kamalnath Nagar, Bettiah",Bettiah,26.80365,84.51954,Bihar
1,"Kareemganj, Gaya - BSPCB",15.895366269165246,,1.3244648318042849,1.4442343637670787,1.0777892561983404,3.2018367346938863,10.426315789473701,13.150544498685674,35.5451014695591,28.85886673662119,,51.4904745289603,352.4011339475549,209.31299435028248,0.0,78.06371379897786,25.813757455268394,30.718538565629228,0.0,4.961094121644577,,192.38232271325796,0.9346807065217375,1.230071355759423,"South Bihar Power Distribution Company LTD Kareem Ganj, Gaya, Bihar ( naar Mirza Ghalib College)",Gaya,24.792403,84.992416,Bihar
1,"Kharahiya Basti, Araria - BSPCB",13.056551488197028,,0.7998130841121496,1.4849216757741361,2.1801121495327176,2.1901682242990685,5.879978700745474,14.792116477272709,90.24488133191649,47.90049487451395,,9.778556263269637,337.483185156552,169.48342245989303,0.0,75.81777316735823,15.622710755813948,79.23084815321478,0.0,2.803551401869175,,94.08745247148289,0.9319134318103632,0.4297943925233624,"DFO office, Gov. bus stand, kharahiya basti, Araria,Bihar",Araria,26.146529,87.454184,Bihar
1,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",14.677956413004644,,1.25124120044462,0.1141046728971958,0.13716594157861664,1.340644683216012,11.08042650418888,0.9768469154607856,5.455445544554459,3.1651180502665563,,51.53602744948535,356.5577596266044,157.6661614247821,0.0,76.54678571428572,6.9116907844630795,18.1475,0.0,1.2430900333456825,,82.21025827573663,0.581328999638854,0.09507278835385989,"CAAQMS, install in Muzaffarpur Institute of Technology Campus, Lakshmi chowk, Daudpur Kothi, Muzaffarpur",Muzaffarpur,26.1403345,85.3650192,Bihar
1,"Mariam Nagar, Purnia - BSPCB",14.938940170940178,,1.443732193732192,2.502968085106386,0.5040983606557359,1.4434116809116864,5.927546035325065,5.484904957137529,8.124409158050215,7.427603423680463,,20.002822865208177,309.9595531587057,225.59978189749182,0.0,74.26951827242524,5.446640457469637,77.88957264957266,0.0,2.845904558404568,,181.96924152394269,0.2796143250688762,0.5692307692307629,"DM Office, Mariam Nagar, Purnia",Purnia,25.366336,87.117468,Bihar
1,"Mayaganj, Bhagalpur - BSPCB",17.393424753867794,,0.22399119589141625,0.9230900798175568,0.9066347217102807,0.14070688604509132,17.747524020694744,2.8459668508287317,73.47989051094888,41.21102218988722,,35.65500181884329,334.23492804356283,209.84715127701375,0.0,73.49210337401293,8.038847583643099,38.894866385372715,0.0,0.7862752293577958,,137.2225975975976,1.1162299854439441,0.021567191504943406,"DFO Nursery ,barari road , near hanuman mandir -bhagalpur bihar",Bhagalpur,25.265194,87.012947,Bihar
1,"Mirchaibari, Katihar - BSPCB",12.471253159985531,,0.4928801431127018,1.5468675623800385,0.4760727611940284,1.5657245080500908,14.558130841121482,23.008361080281162,47.59413084112148,44.09267480577132,,19.75872750104643,431.9192176870748,239.1687715269805,0.0,78.98568872987478,12.59268292682922,7.363148479427549,0.0,2.9240429338103815,,222.41415229885058,0.8790697674418535,0.5262969588550949,"DM Office, NH31, Mirchaibari, Katihar, Bihar",Katihar,25.560083,87.553265,Bihar
1,"Muradpur, Patna - BSPCB",15.339925261584444,756.7999252336481,6.982372195660181,2.915635036496356,0.8232103477523333,1.0390415606446093,13.670053151100968,11.99747165056699,18.571821359223293,17.636585635359122,,30.391012826183132,347.1449879711299,199.2137848605587,0.00014587892049598833,84.51204477611886,10.014371395617085,102.08671769977596,0.00013440860215053763,1.0306031629275474,,234.0059925233641,0.5778196906827581,2.567304155939688,"S K Memorial Hall Premises, Near Gandhi Maidan Patna.",Patna,25.619651,85.147382,Bihar
1,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",21.206335797254507,737.4223864836325,2.0750087997184252,1.6129215116279114,,,,2.02658599193248,24.755583848672025,26.839425872093067,,56.08812316715549,,168.4674900108972,0.0,80.7870116156286,14.196511627906975,42.26469552974305,0.0,6.13294614572333,-0.11953537486800687,238.4943119266055,0.3762759591692926,0.9511087645195445,nan,Muzaffarpur,26.1209,85.3647,Bihar
1,"New DM Office, Arrah - BSPCB",14.81220657276995,,0.163997165131115,0.5735613779718565,1.678715856686779,1.5294826364280707,52.06844606946978,3.889907550077046,63.47607025246975,36.748868613138676,,3.0984976887519307,295.0960144927536,161.71801566579634,0.0,73.9777620896576,8.074486180014283,30.94316978468055,0.0,2.6028348688873173,,149.0115562403698,0.7674902929756324,0.610418143160878,"new dm office ramna , Arrah, Bihar",Arrah,25.5626095,84.663264,Bihar
1,"Police Line, Saharsa - BSPCB",12.191825259515559,,2.280518889394625,0.7250844363304411,6.260376492194665,4.695224977043168,14.231191847585398,7.99639055992597,8.591977869986168,11.097657326596254,,41.19653356735415,423.9026418786693,218.23830197780993,0.0,83.45962732919254,9.447979797979785,25.983843537414966,0.0,5.391670459717796,,97.07516650808753,0.8590513489991166,3.286225895316808,DFO rang office nera DM office Saharsa Bihar,Saharsa,25.892357,86.590325,Bihar
1,"Rajbansi Nagar, Patna - BSPCB",14.155829642248733,752.7001023541226,2.5046489434219477,1.7728356679193735,0.30802595628415325,0.8928986002048469,29.318771389459258,19.70535138841273,52.798950596252084,43.952494894486016,,19.55337530605105,292.77695788374547,177.78273456574794,0.00020463847203274217,88.17958759372901,25.630241879751164,86.60054607508509,0.00020161290322580648,3.306134196185283,,222.3849829234967,0.21133060388945663,0.2914577656675736,"Eco Park Premises, Rajdhani Vatika, Patna",Patna,25.599486,85.113666,Bihar
1,"SDM Office_Khagra, Kishanganj - BSPCB",15.633974358974413,,0.5311475409836067,1.2285384915982802,0.30365086026017823,0.8125901875901858,50.92425723956375,15.140641494112847,63.50792512943039,45.450039904229875,,27.083588213353234,320.9959692194943,158.6576086956522,0.0,82.07241379310345,7.262055641421959,88.4818376068376,0.0,2.595224518888109,,191.54797519153593,0.9909978308025997,0.24362081254454895,"SDM office,kamrsal-dighli road,kishanganj,Bihar",Kishanganj,26.0881305,87.93840336,Bihar
1,"SFTI Kusdihra, Gaya - BSPCB",14.849612341772145,751.5934849683696,4.008911806543388,1.1585442127965506,0.2846516567544595,0.33135456475583774,23.571477037649966,2.5132476832350523,18.71405449369667,10.605211879753723,,44.1412632042253,123.07325409836082,86.10907492674782,0.0,80.05986155063282,2.6293308721735116,87.10224213460788,0.0,1.762889679715305,,236.21039619651313,0.3077539682539688,0.20310810810810592,State Forest Training Institute Premises Gaya,Gaya,24.762518,84.982348,Bihar
1,"Samanpura, Patna - BSPCB",16.057525500566662,754.0590857574464,2.492590082054949,1.8884708824580139,0.612921606118549,1.36746462715105,24.101521574564753,3.5781470253883896,7.624827716773958,6.712953977880821,,29.234225406661498,476.10924686192357,223.81163594470027,0.00035676061362825543,85.76131469588222,9.019200940070508,96.76980732905196,0.0003360215053763441,0.941993569131831,,226.83089569160973,0.24248006076718454,0.33548893647394734,"BIT Mesra Ex Patna Branch Premises, Patna",Patna,25.596727,85.085624,Bihar
