city,state,YearMonth,AT,BP,PM2.5,RF,VWS,WD,WS,latitude,longitude
Delhi,Delhi,2023-02,18.204975580914972,958.4393775345915,115.54249025421382,0.011691064371689283,-0.1569528068761851,190.67608153323005,1.0044905861247808,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-03,21.460429727215523,967.9566717468334,76.77285940214199,0.0177163658772817,0.05591943446129035,180.89540619300652,0.9738435755303908,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-04,27.287544231684635,964.0717227988129,69.4860377360894,0.0022897951923151047,-0.06758356157519652,181.87795309576342,0.9766930776162547,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-05,30.82414324698421,960.6119874831112,66.72803392343737,0.021275581761684603,0.1677119046048229,179.7018834108271,1.174488735844474,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-06,32.541826110534494,957.1728650337773,45.43967701999696,0.026389270928048186,-0.0545069024348496,184.3233085879084,1.1632500338871208,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-07,31.40810756119312,959.6935839164931,35.38303789137206,0.07671367364323915,0.15387738512522528,155.79939623965373,1.0927946362834327,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-08,31.69094484666647,960.6361130092191,38.6709475769582,0.0223881962238628,0.06617875884464516,197.3307067393623,0.9770253829535783,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-09,30.87798009135254,963.9364774925024,42.133765347072895,0.031050003913813105,0.05002912008380692,171.10787331016644,0.9061951587425733,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-10,28.033765548246155,962.3825164577256,103.3080012509049,0.005463513239540163,0.15146375035167822,183.95428655025836,0.6737384478788223,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-11,21.479617087994836,968.9904280903498,239.69413603498617,0.0028574289941289415,0.11179888898654462,169.85849677081845,0.5127726927050718,28.63932476756757,77.17891518378379
Delhi,Delhi,2023-12,15.022741080517607,963.9706829799617,200.85212813586054,0.0009175932404379732,0.09833684278305788,175.10505284791537,0.5800250341916947,28.63932476756757,77.17891518378379
Dewas,Madhya Pradesh,2023-01,21.214752441899687,,61.627804214819854,,,128.18356348939037,2.8569215223981104,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-02,25.272727272727252,,45.483564013840834,,,157.20263381478335,2.3302463891249015,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-03,27.117689684569502,,44.81904332129964,,,194.9535379369139,2.7066098081023413,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-04,29.36307083782812,,49.79954355268163,,,208.89859762675297,2.880222941387995,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-05,30.92229320780098,,36.22799722799723,,,226.55144586415602,3.454640215198378,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-06,29.933835415135874,,26.096640241600603,,,252.48897869213815,4.16792799412197,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-07,27.683132530120513,,14.520970537261698,,,236.78519793459552,2.988231245698554,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-08,26.90191983832942,,26.869415807560138,,,254.91512293701584,3.7040080835298057,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-09,27.41854804867814,,28.75168918918919,,,213.8871170793118,2.7824590851867446,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-10,28.2668575277872,,59.54213578983282,,,182.58773997979117,1.9673627484001313,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-11,25.398261556696877,,79.39655172413794,,,101.06203081785856,1.7054919004346096,22.9682591,76.064118
Dewas,Madhya Pradesh,2023-12,22.867361344537763,,68.18141891891892,,,83.86487394957983,2.020638655462185,22.9682591,76.064118
Dharuhera,Haryana,2023-01,,,149.80723196881002,0.2,,206.65353846153863,4.527748650732465,28.2068,76.7997
Dharuhera,Haryana,2023-02,,,116.56185098406782,0.8666666666666667,,213.10621163536402,5.250849884526563,28.2068,76.7997
